Q06	186.03967285
Q06	2.77605820
Q06	2.54185367
Q06	2.19654465
Q06	2.39319611
Q06	2.19097352
Q06	2.26461267
Q06	2.10866642
Q06	2.21209526
Q06	2.14775062
Q01	200.62060547
Q01	31.44593620
Q01	37.02195358
Q01	24.41726303
Q01	27.51804543
Q01	26.16296768
Q01	21.53628922
Q01	14.71862984
Q01	17.16132164
Q01	21.47542381
Q06	178.56411743
Q06	2.75376630
Q06	2.28293037
Q06	2.30865145
Q06	2.13634086
Q06	2.17430949
Q06	2.19527507
Q06	2.20789075
Q06	2.08690429
Q06	2.29753065
Q01	195.78492737
Q01	33.91780090
Q01	40.97133636
Q01	29.79312134
Q01	31.26241302
Q01	21.24662781
Q01	17.63270378
Q01	17.42239189
Q01	14.30923176
Q01	16.07484245
Q07	290.94030762
Q07	89.17660522
Q07	59.58361053
Q07	55.60441208
Q07	58.71160889
Q07	57.68831253
Q07	58.25430679
Q07	56.98126602
Q07	59.32958984
Q07	60.06509781
Q01	176.87602234
Q01	38.86791992
Q01	28.73644257
Q01	18.38499641
Q01	19.92310333
Q01	17.85433197
Q01	15.58853054
Q01	12.23952675
Q01	12.96672058
Q01	11.76103210
Q02	80.43961334
Q02	19.53545189
Q02	27.12593651
Q02	29.77223396
Q02	17.86397743
Q02	20.14021111
Q02	22.71309853
Q02	20.76065636
Q02	19.46954918
Q02	17.90125847


Q02	45.81214905
Q02	10.49551296
Q02	11.85979843
Q02	8.94062328
Q02	9.71685982
Q02	10.62357330
Q02	9.07367516
Q02	9.03680611
Q02	10.60204506
Q02	8.73488998
Q02	45.03333664
Q02	10.45667744
Q02	10.53365231
Q02	9.40902328
Q02	9.87900162
Q02	9.30904770
Q02	10.28141403
Q02	9.24206257
Q02	9.01944447
Q02	9.37240982
Q02	46.08586121
Q02	11.51486015
Q02	9.29675007
Q02	9.27991772
Q02	8.86365795
Q02	11.09366512
Q02	8.97252464
Q02	8.90342903
Q02	9.70007515
Q02	10.10147476
Q02	79.70967865
Q02	19.82335281
Q02	19.41981506
Q02	22.27333260
Q02	22.22877884
Q02	23.64638329
Q02	17.72906113
Q02	19.77934074
Q02	19.66080666
Q02	16.50543594
Q02	82.72714996
Q02	20.87715530
Q02	25.73525047
Q02	20.48241997
Q02	19.17594528
Q02	19.06303215
Q02	17.90758133
Q02	19.76147270
Q02	18.75160217
Q02	18.26918030
Q02	86.95619965
Q02	22.86708069
Q02	23.22818947
Q02	19.64100456
Q02	16.65721321
Q02	19.20610237
Q02	17.29013443
Q02	19.07359314
Q02	18.75206947
Q02	17.68517494
Q02	81.36592865
Q02	21.08219528
Q02	19.24864769
Q02	19.59995842
Q02	17.56174850
Q02	18.38090897
Q02	22.14107132
Q02	19.67440987
Q02	20.12259483
Q02	17.44712830
Q02	77.58871460
Q02	20.69571114
Q02	20.09950066
Q02	19.20277214
Q02	16.85523987
Q02	19.73368645
Q02	17.75747299
Q02	20.03926468
Q02	18.89780998
Q02	16.75503731
Q02	79.84160614
Q02	21.15354919
Q02	20.22212982
Q02	18.88063622
Q02	16.46829224
Q02	18.57848740
Q02	17.01447105
Q02	19.02983665
Q02	22.52018929
Q02	17.95014000
Q02	86.78211212
Q02	19.81282616
Q02	27.00210953
Q02	19.28146744
Q02	19.58607864
Q02	19.76736069
Q02	18.28748703
Q02	19.29195213
Q02	18.90423965
Q02	18.17638969
Q02	90.77554321
Q02	24.33368301
Q02	32.96164703
Q02	26.65151405
Q02	17.94493294
Q02	23.36785126
Q02	17.77292252
Q02	18.85412788
Q02	18.09156418
Q02	17.74292183
Q02	85.38603973
Q02	19.88053131
Q02	24.18061447
Q02	19.56579781
Q02	16.27971268
Q02	18.89357376
Q02	17.43103600
Q02	18.37795258
Q02	18.62580490
Q02	16.61842346
Q02	45.18244553
Q02	10.95745945
Q02	12.17166519
Q02	9.13571739
Q02	10.26365376
Q02	8.89402771
Q02	9.15125561
Q02	9.01256657
Q02	9.27968216
Q02	9.90847015
Q02	47.21565628
Q02	11.12630272
Q02	10.14265919
Q02	9.25062943
Q02	10.09522247
Q02	8.85840130
Q02	9.60654354
Q02	9.15080547
Q02	8.93858528
Q02	9.60582924
Q02	30.98583794
Q02	9.01304340
Q02	8.08464813
Q02	8.31510830
Q02	8.12427998
Q02	7.56174374
Q02	7.80020857
Q02	7.98670626
Q02	7.83155966
Q02	8.09087658
Q02	66.94773102
Q02	28.13111115
Q02	23.13016701
Q02	22.81278801
Q02	22.25026321
Q02	22.89233017
Q02	22.75837326
Q02	22.64899826
Q02	22.85077095
Q02	22.77270699
Q01	244.86581421
Q01	9.20031166
Q01	8.86358356
Q01	21.24025345
Q01	10.01285648
Q01	6.02770758
Q01	8.77849007
Q01	6.73363924
Q01	6.64824724
Q01	6.09128952
Q01	218.26626587
Q01	8.45102119
Q01	7.34174490
Q01	7.78748703
Q01	7.92398691
Q01	17.85353470
Q01	9.06683064
Q01	7.36903048
Q01	6.49997282
Q01	18.84098816
Q01	113.33850861
Q01	7.65187740
Q01	6.37091494
Q01	6.11267805
Q01	6.03296614
Q01	6.23888063
Q01	5.93135643
Q01	5.86076117
Q01	5.83234549
Q01	5.80382538
